order_date,order_id,customer_name,customer_segment,product_name,product_category,product_subcategory,product_manufacturer,shipping_city,shipping_state,shipping_region,shipping_date,shipping_mode,quantity,order_discount,order_profits,order_profit_ratio,order_sales
2015-09-17,CA-2015-103940,Bradley Nguyen,Consumer,"Executive Impressions 12"" Wall Clock",Furniture,Furnishings,Executive Impressions,Seattle,Washington,West,2015-09-21,Standard Class,2.0,0.0,13.0,0.38,35.0
2015-09-17,CA-2015-103940,Bradley Nguyen,Consumer,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,Storage,Eldon,Seattle,Washington,West,2015-09-21,Standard Class,3.0,0.0,16.0,0.28,58.0
2015-09-17,CA-2015-103940,Bradley Nguyen,Consumer,GBC Prestige Therm-A-Bind Covers,Office Supplies,Binders,GBC,Seattle,Washington,West,2015-09-21,Standard Class,5.0,0.2,46.0,0.34,137.0
2015-03-19,CA-2015-103989,Matt Connell,Corporate,Eldon Wave Desk Accessories,Furniture,Furnishings,Eldon,Lakeland,Florida,South,2015-03-21,First Class,3.0,0.2,1.0,0.28,5.0
2015-03-19,CA-2015-103989,Matt Connell,Corporate,Avery 501,Office Supplies,Labels,Avery,Lakeland,Florida,South,2015-03-21,First Class,4.0,0.2,4.0,0.34,12.0
2015-03-19,CA-2015-103989,Matt Connell,Corporate,Document Clip Frames,Furniture,Furnishings,Other,Lakeland,Florida,South,2015-03-21,First Class,3.0,0.2,6.0,0.28,20.0
2015-03-19,CA-2015-103989,Matt Connell,Corporate,Crate-A-Files,Office Supplies,Storage,Other,Lakeland,Florida,South,2015-03-21,First Class,3.0,0.2,2.0,0.07,26.0
2015-03-19,CA-2015-103989,Matt Connell,Corporate,"Avery Flip-Chart Easel Binder, Black",Office Supplies,Binders,Avery,Lakeland,Florida,South,2015-03-21,First Class,5.0,0.7,-26.0,-0.77,34.0
2015-03-19,CA-2015-103989,Matt Connell,Corporate,"Logitech Wireless Boombox Speaker - portable - wireless, wired",Technology,Accessories,Logitech,Lakeland,Florida,South,2015-03-21,First Class,2.0,0.2,53.0,0.31,170.0
2015-03-19,CA-2015-103989,Matt Connell,Corporate,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,Phones,Cisco,Lakeland,Florida,South,2015-03-21,First Class,3.0,0.2,28.0,0.09,324.0
2015-08-25,CA-2015-104178,Janet Molinari,Corporate,"Eldon 200 Class Desk Accessories, Smoke",Furniture,Furnishings,Eldon,Los Angeles,California,West,2015-08-29,Standard Class,1.0,0.0,3.0,0.42,6.0
2015-08-25,CA-2015-104178,Janet Molinari,Corporate,Xerox 23,Office Supplies,Paper,Xerox,Los Angeles,California,West,2015-08-29,Standard Class,4.0,0.0,12.0,0.48,26.0
2015-08-25,CA-2015-104178,Janet Molinari,Corporate,Portable Personal File Box,Office Supplies,Storage,Other,Los Angeles,California,West,2015-08-29,Standard Class,4.0,0.0,13.0,0.27,49.0
2015-08-25,CA-2015-104178,Janet Molinari,Corporate,SanDisk Cruzer 32 GB USB Flash Drive,Technology,Accessories,SanDisk,Los Angeles,California,West,2015-08-29,Standard Class,5.0,0.0,30.0,0.32,95.0
2015-03-01,CA-2015-104269,Dave Brooks,Consumer,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,Global,Seattle,Washington,West,2015-03-06,Second Class,2.0,0.2,51.0,0.11,458.0
2015-06-27,CA-2015-104283,Liz MacKendrick,Consumer,KI Adjustable-Height Table,Furniture,Tables,KI,Southaven,Mississippi,South,2015-07-01,Standard Class,1.0,0.0,22.0,0.26,86.0
2015-06-27,CA-2015-104283,Liz MacKendrick,Consumer,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,Accessories,Sony,Southaven,Mississippi,South,2015-07-01,Standard Class,4.0,0.0,54.0,0.24,224.0
2015-06-27,CA-2015-104283,Liz MacKendrick,Consumer,"SAFCO Commercial Wire Shelving, 72h",Office Supplies,Storage,SAFCO,Southaven,Mississippi,South,2015-07-01,Standard Class,5.0,0.0,0.0,0.0,306.0
2015-06-17,CA-2015-104402,Duane Benoit,Consumer,Texas Instruments TI-34 Scientific Calculator,Technology,Machines,Texas Instruments,Newark,Delaware,East,2015-06-23,Standard Class,3.0,0.0,31.0,0.47,66.0
2015-06-02,CA-2015-104472,Christine Kargatis,Home Office,GBC Standard Therm-A-Bind Covers,Office Supplies,Binders,GBC,Orem,Utah,West,2015-06-07,Standard Class,3.0,0.2,19.0,0.33,60.0
2015-06-02,CA-2015-104472,Christine Kargatis,Home Office,Aluminum Document Frame,Furniture,Furnishings,Other,Orem,Utah,West,2015-06-07,Standard Class,6.0,0.0,22.0,0.3,73.0
2015-03-07,CA-2015-104563,Craig Molinari,Corporate,Newell Chalk Holder,Office Supplies,Art,Newell,Seattle,Washington,West,2015-03-12,Standard Class,5.0,0.0,9.0,0.46,21.0
2015-03-07,CA-2015-104563,Craig Molinari,Corporate,"Contico 72""H Heavy-Duty Storage System",Office Supplies,Storage,Other,Seattle,Washington,West,2015-03-12,Standard Class,5.0,0.0,0.0,0.0,205.0
2015-03-07,CA-2015-104563,Craig Molinari,Corporate,Office Star - Task Chair with Contemporary Loop Arms,Furniture,Chairs,Office Star,Seattle,Washington,West,2015-03-12,Standard Class,6.0,0.2,22.0,0.05,437.0
2015-03-07,CA-2015-104563,Craig Molinari,Corporate,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs,Global,Seattle,Washington,West,2015-03-12,Standard Class,2.0,0.2,54.0,0.11,482.0
2015-12-30,CA-2015-104738,Stefania Perrino,Corporate,Acco Hanging Data Binders,Office Supplies,Binders,Acco,Laredo,Texas,Central,2016-01-01,Second Class,3.0,0.8,-4.0,-1.6,2.0
2015-12-30,CA-2015-104738,Stefania Perrino,Corporate,Fashion Color Clasp Envelopes,Office Supplies,Envelopes,Other,Laredo,Texas,Central,2016-01-01,Second Class,3.0,0.2,5.0,0.36,13.0
2015-12-30,CA-2015-104738,Stefania Perrino,Corporate,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,Logitech,Laredo,Texas,Central,2016-01-01,Second Class,2.0,0.2,14.0,0.3,48.0
2015-12-30,CA-2015-104738,Stefania Perrino,Corporate,"Plantronics CS 50-USB - headset - Convertible, Monaural",Technology,Phones,Plantronics,Laredo,Texas,Central,2016-01-01,Second Class,2.0,0.2,19.0,0.09,218.0
2015-12-30,CA-2015-104738,Stefania Perrino,Corporate,AT&T 1080 Corded phone,Technology,Phones,AT&T,Laredo,Texas,Central,2016-01-01,Second Class,3.0,0.2,29.0,0.09,329.0
2015-12-08,CA-2015-104773,Thomas Boland,Corporate,"Companion Letter/Legal File, Black",Office Supplies,Storage,Other,Houston,Texas,Central,2015-12-13,Standard Class,2.0,0.2,6.0,0.1,60.0
2015-05-21,CA-2015-104780,Bradley Talbott,Home Office,4009 Highlighters by Sanford,Office Supplies,Art,Other,San Diego,California,West,2015-05-25,Standard Class,8.0,0.0,11.0,0.33,32.0
2015-02-04,CA-2015-104808,Mark Haberlin,Corporate,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders,GBC,Escondido,California,West,2015-02-08,Second Class,2.0,0.2,6.0,0.35,17.0
2015-11-18,CA-2015-104829,John Grady,Corporate,"Adams ""While You Were Out"" Message Pads",Office Supplies,Paper,Adams,Provo,Utah,West,2015-11-21,Second Class,7.0,0.0,10.0,0.45,22.0
2015-12-09,CA-2015-104976,Cyma Kinney,Corporate,Xerox 1987,Office Supplies,Paper,Xerox,San Francisco,California,West,2015-12-16,Standard Class,6.0,0.0,17.0,0.49,35.0
2015-09-07,CA-2015-105165,Sam Zeldin,Home Office,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Binders,Angle-D,Houston,Texas,Central,2015-09-10,First Class,2.0,0.8,-5.0,-1.65,3.0
2015-09-07,CA-2015-105165,Sam Zeldin,Home Office,Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,Art,Dixon,Houston,Texas,Central,2015-09-10,First Class,3.0,0.2,4.0,0.16,22.0
2015-09-07,CA-2015-105165,Sam Zeldin,Home Office,Belkin Standard 104 key USB Keyboard,Technology,Accessories,Belkin,Houston,Texas,Central,2015-09-10,First Class,4.0,0.2,-3.0,-0.06,47.0
2015-09-07,CA-2015-105165,Sam Zeldin,Home Office,Panasonic KX TS3282B Corded phone,Technology,Phones,Panasonic,Houston,Texas,Central,2015-09-10,First Class,3.0,0.2,15.0,0.08,197.0
2015-09-07,CA-2015-105165,Sam Zeldin,Home Office,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Furniture,Tables,Riverside,Houston,Texas,Central,2015-09-10,First Class,1.0,0.3,-23.0,-0.11,201.0
2015-04-04,CA-2015-105172,Paul Knutson,Home Office,Avery 518,Office Supplies,Labels,Avery,San Francisco,California,West,2015-04-09,Standard Class,6.0,0.0,9.0,0.48,19.0
2015-11-28,CA-2015-105249,Duane Huffman,Home Office,Staple remover,Office Supplies,Supplies,Staple remover,San Francisco,California,West,2015-11-28,Same Day,2.0,0.0,0.0,0.02,7.0
2015-11-28,CA-2015-105249,Duane Huffman,Home Office,Avery 489,Office Supplies,Labels,Avery,San Francisco,California,West,2015-11-28,Same Day,4.0,0.0,20.0,0.48,41.0
2015-11-28,CA-2015-105249,Duane Huffman,Home Office,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Furniture,Bookcases,Sauder,San Francisco,California,West,2015-11-28,Same Day,4.0,0.15,-5.0,-0.01,411.0
2015-11-11,CA-2015-105270,Arthur Prichep,Consumer,50 Colored Long Pencils,Office Supplies,Art,Other,Los Angeles,California,West,2015-11-18,Standard Class,3.0,0.0,8.0,0.26,30.0
2015-11-11,CA-2015-105270,Arthur Prichep,Consumer,Hon Olson Stacker Stools,Furniture,Chairs,Hon,Los Angeles,California,West,2015-11-18,Standard Class,1.0,0.2,11.0,0.1,113.0
2015-11-22,CA-2015-105340,Evan Henry,Consumer,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Office Supplies,Binders,Wilson Jones,Pasadena,Texas,Central,2015-11-25,First Class,1.0,0.8,-11.0,-1.6,7.0
2015-01-07,CA-2015-105417,Vivek Sundaresam,Consumer,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Office Supplies,Binders,Acco,Huntsville,Texas,Central,2015-01-12,Standard Class,7.0,0.8,-18.0,-1.75,10.0
2015-01-07,CA-2015-105417,Vivek Sundaresam,Consumer,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,Howard Miller,Huntsville,Texas,Central,2015-01-12,Standard Class,3.0,0.6,-54.0,-0.7,77.0
2015-03-03,CA-2015-105648,Eva Jacobs,Consumer,"Bevis Oval Conference Table, Walnut",Furniture,Tables,Bevis,San Diego,California,West,2015-03-07,Standard Class,3.0,0.2,-23.0,-0.04,626.0
2015-05-30,CA-2015-105872,James Galang,Consumer,Wilson Jones Legal Size Ring Binders,Office Supplies,Binders,Wilson Jones,New York City,New York,East,2015-06-06,Standard Class,4.0,0.2,26.0,0.38,70.0
2015-11-11,CA-2015-105893,Pete Kriz,Consumer,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Office Supplies,Storage,Other,Madison,Wisconsin,Central,2015-11-18,Standard Class,6.0,0.0,13.0,0.02,666.0
2015-11-24,CA-2015-105984,Muhammed Yedwab,Corporate,Global Executive Mid-Back Manager's Chair,Furniture,Chairs,Global,Columbus,Ohio,East,2015-11-24,Same Day,3.0,0.3,-35.0,-0.06,611.0
2015-11-24,CA-2015-105984,Muhammed Yedwab,Corporate,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Technology,Phones,Samsung,Columbus,Ohio,East,2015-11-24,Same Day,5.0,0.4,-210.0,-0.2,1050.0
2015-01-06,CA-2015-106054,Jack O'Briant,Corporate,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Art,Dixon,Athens,Georgia,South,2015-01-07,First Class,3.0,0.0,5.0,0.41,13.0
2015-06-07,CA-2015-106229,Nick Radford,Consumer,"Bevis Round Conference Table Top, X-Base",Furniture,Tables,Bevis,Aurora,Illinois,Central,2015-06-11,Second Class,3.0,0.5,-210.0,-0.78,269.0
2015-12-26,CA-2015-106264,Clytie Kelty,Consumer,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,Furnishings,Eldon,San Diego,California,West,2015-12-30,Standard Class,2.0,0.0,1.0,0.32,3.0
2015-12-26,CA-2015-106264,Clytie Kelty,Consumer,Acme Rosewood Handle Letter Opener,Office Supplies,Supplies,Acme,San Diego,California,West,2015-12-30,Standard Class,3.0,0.0,0.0,0.01,12.0
2015-12-05,CA-2015-106376,Brendan Sweed,Corporate,netTALK DUO VoIP Telephone Service,Technology,Phones,Other,Gilbert,Arizona,West,2015-12-10,Standard Class,4.0,0.2,63.0,0.38,168.0
2015-12-05,CA-2015-106376,Brendan Sweed,Corporate,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Office Supplies,Art,Hunt,Gilbert,Arizona,West,2015-12-10,Standard Class,8.0,0.2,111.0,0.1,1113.0
2015-10-31,CA-2015-106439,Greg Guthrie,Corporate,Staples,Office Supplies,Fasteners,Other,Los Angeles,California,West,2015-11-04,Standard Class,3.0,0.0,5.0,0.46,11.0
2015-10-31,CA-2015-106439,Greg Guthrie,Corporate,Newell 325,Office Supplies,Art,Newell,Los Angeles,California,West,2015-11-04,Standard Class,3.0,0.0,4.0,0.3,12.0
2015-10-31,CA-2015-106439,Greg Guthrie,Corporate,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Office Supplies,Binders,Avery,Los Angeles,California,West,2015-11-04,Standard Class,2.0,0.2,5.0,0.34,16.0
2015-10-31,CA-2015-106439,Greg Guthrie,Corporate,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,Binders,Fellowes,Los Angeles,California,West,2015-11-04,Standard Class,3.0,0.2,6.0,0.31,19.0
2015-10-31,CA-2015-106439,Greg Guthrie,Corporate,Xerox 1952,Office Supplies,Paper,Xerox,Los Angeles,California,West,2015-11-04,Standard Class,13.0,0.0,30.0,0.47,65.0
2015-10-31,CA-2015-106439,Greg Guthrie,Corporate,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Office Supplies,Storage,Other,Los Angeles,California,West,2015-11-04,Standard Class,5.0,0.0,21.0,0.26,80.0
2015-10-31,CA-2015-106439,Greg Guthrie,Corporate,Novimex Fabric Task Chair,Furniture,Chairs,Novimex,Los Angeles,California,West,2015-11-04,Standard Class,3.0,0.2,-9.0,-0.06,146.0
2015-10-31,CA-2015-106439,Greg Guthrie,Corporate,Maxell LTO Ultrium - 800 GB,Technology,Accessories,Maxell,Los Angeles,California,West,2015-11-04,Standard Class,9.0,0.0,48.0,0.19,252.0
2015-10-31,CA-2015-106439,Greg Guthrie,Corporate,Tennsco Regal Shelving Units,Office Supplies,Storage,Tennsco,Los Angeles,California,West,2015-11-04,Standard Class,4.0,0.0,12.0,0.03,406.0
2015-09-05,CA-2015-106572,Nora Preis,Consumer,Economy Rollaway Files,Office Supplies,Storage,Other,Bowling Green,Ohio,East,2015-09-10,Standard Class,2.0,0.2,20.0,0.08,264.0
2015-08-24,CA-2015-106719,Robert Barroso,Corporate,"SlimView Poly Binder, 3/8""",Office Supplies,Binders,Other,Billings,Montana,West,2015-08-24,Same Day,2.0,0.2,3.0,0.33,8.0
2015-12-06,CA-2015-106726,Roland Schwarz,Corporate,Standard Rollaway File with Lock,Office Supplies,Storage,Standard,Los Angeles,California,West,2015-12-08,First Class,7.0,0.0,328.0,0.26,1261.0
2015-12-29,CA-2015-106803,Debra Catini,Consumer,Recycled Eldon Regeneration Jumbo File,Office Supplies,Storage,Other,Cottage Grove,Minnesota,Central,2016-01-02,Standard Class,2.0,0.0,7.0,0.28,25.0
2015-12-29,CA-2015-106803,Debra Catini,Consumer,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Technology,Accessories,Imation,Cottage Grove,Minnesota,Central,2016-01-02,Standard Class,4.0,0.0,48.0,0.4,120.0
2015-05-14,CA-2015-106810,Anthony Johnson,Corporate,Electrix Halogen Magnifier Lamp,Furniture,Furnishings,Electrix,Saint Petersburg,Florida,South,2015-05-20,Standard Class,2.0,0.2,23.0,0.08,311.0
2015-09-02,CA-2015-106971,Bryan Mills,Consumer,Logitech Gaming G510s - Keyboard,Technology,Accessories,Logitech,Buffalo Grove,Illinois,Central,2015-09-08,Standard Class,7.0,0.2,95.0,0.2,476.0
2015-07-05,CA-2015-107139,Dennis Pardue,Home Office,Vinyl Sectional Post Binders,Office Supplies,Binders,Other,Los Angeles,California,West,2015-07-11,Standard Class,6.0,0.2,68.0,0.38,181.0
2015-09-28,CA-2015-107153,George Zrebassa,Corporate,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,Storage,Decoflex,Lawrence,Massachusetts,East,2015-10-03,Standard Class,3.0,0.0,12.0,0.27,46.0
2015-02-04,CA-2015-107181,Deborah Brumfield,Home Office,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Office Supplies,Paper,Message Book,San Diego,California,West,2015-02-08,Standard Class,4.0,0.0,16.0,0.47,34.0
2015-02-04,CA-2015-107181,Deborah Brumfield,Home Office,GBC Recycled Grain Textured Covers,Office Supplies,Binders,GBC,San Diego,California,West,2015-02-08,Standard Class,3.0,0.2,29.0,0.35,83.0
2015-08-25,CA-2015-107398,Brendan Sweed,Corporate,Insertable Tab Indexes For Data Binders,Office Supplies,Binders,Other,Columbus,Ohio,East,2015-08-30,Standard Class,3.0,0.7,-2.0,-0.8,3.0
2015-08-25,CA-2015-107398,Brendan Sweed,Corporate,Wilson Jones Custom Binder Spines & Labels,Office Supplies,Binders,Wilson Jones,Columbus,Ohio,East,2015-08-30,Standard Class,4.0,0.7,-5.0,-0.7,7.0
2015-08-25,CA-2015-107398,Brendan Sweed,Corporate,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Binders,Cardinal,Columbus,Ohio,East,2015-08-30,Standard Class,8.0,0.7,-17.0,-0.8,21.0
2015-11-02,CA-2015-107454,Roger Demir,Consumer,Avery 499,Office Supplies,Labels,Avery,New York City,New York,East,2015-11-06,Standard Class,7.0,0.0,16.0,0.46,35.0
2015-11-02,CA-2015-107454,Roger Demir,Consumer,Tensor Computer Mounted Lamp,Furniture,Furnishings,Tensor,New York City,New York,East,2015-11-06,Standard Class,6.0,0.0,24.0,0.27,89.0
2015-03-02,CA-2015-107524,Kristina Nunn,Home Office,Staple envelope,Office Supplies,Envelopes,Staple envelope,New York City,New York,East,2015-03-08,Standard Class,2.0,0.0,5.0,0.47,11.0
2015-03-02,CA-2015-107524,Kristina Nunn,Home Office,"Array Parchment Paper, Assorted Colors",Office Supplies,Paper,Array,New York City,New York,East,2015-03-08,Standard Class,5.0,0.0,17.0,0.48,36.0
2015-12-12,CA-2015-107573,Philip Brown,Consumer,Staple envelope,Office Supplies,Envelopes,Staple envelope,Miami,Florida,South,2015-12-17,Standard Class,3.0,0.2,8.0,0.33,23.0
2015-07-02,CA-2015-107594,Eric Hoffmann,Consumer,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,Dixon,Plainfield,New Jersey,East,2015-07-06,Standard Class,1.0,0.0,2.0,0.39,6.0
2015-07-02,CA-2015-107594,Eric Hoffmann,Consumer,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,Logitech,Plainfield,New Jersey,East,2015-07-06,Standard Class,2.0,0.0,20.0,0.27,74.0
2015-02-14,CA-2015-107706,Shui Tom,Consumer,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Office Supplies,Paper,Other,Houston,Texas,Central,2015-02-19,Second Class,3.0,0.2,6.0,0.38,16.0
2015-02-07,CA-2015-107755,Cyma Kinney,Corporate,Maxell DVD-RAM Discs,Technology,Accessories,Maxell,Linden,New Jersey,East,2015-02-12,Standard Class,7.0,0.0,50.0,0.43,115.0
2015-10-28,CA-2015-107769,Bill Tyler,Corporate,Digium D40 VoIP phone,Technology,Phones,Other,Garden City,Kansas,Central,2015-11-01,Standard Class,2.0,0.0,75.0,0.29,258.0
2015-04-29,CA-2015-107811,Laura Armstrong,Corporate,2300 Heavy-Duty Transfer File Systems by Perma,Office Supplies,Storage,Other,Memphis,Tennessee,South,2015-05-03,Standard Class,5.0,0.2,-1.0,-0.01,100.0
2015-04-29,CA-2015-107811,Laura Armstrong,Corporate,Global Leather Executive Chair,Furniture,Chairs,Global,Memphis,Tennessee,South,2015-05-03,Standard Class,2.0,0.2,70.0,0.13,562.0
2015-09-08,CA-2015-107818,Marc Crier,Consumer,Prang Colored Pencils,Office Supplies,Art,Prang,Pasco,Washington,West,2015-09-14,Standard Class,2.0,0.0,3.0,0.45,6.0
2015-09-08,CA-2015-107818,Marc Crier,Consumer,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,Hunt,Pasco,Washington,West,2015-09-14,Standard Class,8.0,0.0,91.0,0.3,304.0
2015-09-08,CA-2015-107818,Marc Crier,Consumer,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Storage,Carina,Pasco,Washington,West,2015-09-14,Standard Class,6.0,0.0,19.0,0.04,486.0
2015-09-08,CA-2015-107818,Marc Crier,Consumer,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Chairs,Hon,Pasco,Washington,West,2015-09-14,Standard Class,5.0,0.2,122.0,0.13,976.0
2015-08-24,CA-2015-107916,Jennifer Patt,Corporate,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Furnishings,G. E.,Oceanside,New York,East,2015-08-26,First Class,2.0,0.0,6.0,0.48,13.0
2015-08-24,CA-2015-107916,Jennifer Patt,Corporate,"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,Binders,Wilson Jones,Oceanside,New York,East,2015-08-26,First Class,3.0,0.2,4.0,0.35,13.0
2015-06-08,CA-2015-108147,Rick Duston,Consumer,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Office Supplies,Binders,Other,Long Beach,New York,East,2015-06-13,Standard Class,2.0,0.2,26.0,0.38,68.0
2015-06-08,CA-2015-108147,Rick Duston,Consumer,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Office Supplies,Storage,Tennsco,Long Beach,New York,East,2015-06-13,Standard Class,6.0,0.0,84.0,0.05,1677.0
2015-02-06,CA-2015-108182,Delfina Latchford,Consumer,"Avery Flip-Chart Easel Binder, Black",Office Supplies,Binders,Avery,Romeoville,Illinois,Central,2015-02-10,Second Class,2.0,0.8,-15.0,-1.65,9.0
2015-10-02,CA-2015-108189,Erin Smith,Corporate,Staples,Office Supplies,Fasteners,Other,Tempe,Arizona,West,2015-10-05,First Class,2.0,0.2,1.0,0.31,5.0
2015-10-02,CA-2015-108189,Erin Smith,Corporate,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories,Kingston,Tempe,Arizona,West,2015-10-05,First Class,1.0,0.2,0.0,-0.01,7.0
2015-10-02,CA-2015-108189,Erin Smith,Corporate,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Office Supplies,Paper,Adams,Tempe,Arizona,West,2015-10-05,First Class,2.0,0.2,3.0,0.36,9.0
2015-10-02,CA-2015-108189,Erin Smith,Corporate,Letter or Legal Size Expandable Poly String Tie Envelopes,Office Supplies,Envelopes,Other,Tempe,Arizona,West,2015-10-05,First Class,6.0,0.2,5.0,0.36,13.0
2015-10-02,CA-2015-108189,Erin Smith,Corporate,Stiletto Hand Letter Openers,Office Supplies,Supplies,Other,Tempe,Arizona,West,2015-10-05,First Class,2.0,0.2,-3.0,-0.21,15.0
